,age,workclass,education-num,marital-status,occupation,sex,capital-gain,capital-loss,hours-per-week,native-country,wage,capital-gain-bool,target,education_bachelors,education_below-hs,education_doc_prof,education_hs-grad,education_masters
14756,82, Private,9, Widowed, Exec-managerial,0,0,4356,18, United-States, <=50K,0,0,0,0,0,1,0
14757,52, Federal-gov,13, Married-civ-spouse, Protective-serv,1,0,0,60, United-States, >50K,0,1,1,0,0,0,0
14758,32, Private,10, Never-married, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14759,37, Private,11, Separated, Prof-specialty,0,0,0,32, United-States, <=50K,0,0,0,0,0,0,0
14760,36, Private,13, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
14761,39, Private,13, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
14762,30, Private,9, Married-civ-spouse, Craft-repair,1,3411,0,40, United-States, <=50K,1,0,0,0,0,1,0
14763,49, Local-gov,9, Married-civ-spouse, Protective-serv,1,0,0,56, United-States, <=50K,0,0,0,0,0,1,0
14764,40, Local-gov,11, Divorced, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14765,42, Private,7, Married-civ-spouse, Transport-moving,1,0,0,45, United-States, <=50K,0,0,0,1,0,0,0
14766,35, Private,13, Never-married, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14767,39, Private,9, Divorced, Other-service,0,0,0,81, United-States, <=50K,0,0,0,0,0,1,0
14768,32, Local-gov,11, Married-spouse-absent, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14769,22, Private,7, Never-married, Craft-repair,1,0,0,50, United-States, <=50K,0,0,0,1,0,0,0
14770,53, Local-gov,10, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14771,25, Private,9, Never-married, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14772,17, Never-worked,6, Never-married, ?,1,0,0,30, United-States, <=50K,0,0,0,1,0,0,0
14773,44, Private,9, Married-civ-spouse, Craft-repair,1,0,0,70, United-States, >50K,0,1,0,0,0,1,0
14774,52, Private,14, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,0,0,0,0,1
14775,42, State-gov,9, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14776,34, Private,7, Married-civ-spouse, Transport-moving,1,0,0,50, United-States, <=50K,0,0,0,1,0,0,0
14777,27, Private,10, Married-civ-spouse, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14778,37, Private,9, Never-married, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14779,39, State-gov,14, Married-civ-spouse, Prof-specialty,0,7688,0,38, United-States, >50K,1,1,0,0,0,0,1
14780,26, Private,9, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14781,48, Private,14, Married-civ-spouse, Exec-managerial,0,0,1902,38, United-States, >50K,0,1,0,0,0,0,1
14782,57, Private,9, Divorced, Sales,0,0,0,28, United-States, <=50K,0,0,0,0,0,1,0
14783,36, Self-emp-not-inc,11, Separated, Exec-managerial,1,0,0,48, United-States, <=50K,0,0,0,0,0,0,0
14784,27, Private,13, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14785,17, Private,7, Never-married, Handlers-cleaners,1,0,0,15, United-States, <=50K,0,0,0,1,0,0,0
14786,30, Private,3, Married-civ-spouse, Craft-repair,1,0,0,40, Mexico, <=50K,0,0,0,1,0,0,0
14787,37, Private,11, Married-civ-spouse, Adm-clerical,0,0,0,48, United-States, >50K,0,1,0,0,0,0,0
14788,31, Local-gov,13, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14789,23, Private,12, Never-married, Adm-clerical,0,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
14790,32, Private,6, Never-married, Craft-repair,1,0,0,45, United-States, <=50K,0,0,0,1,0,0,0
14791,58, Private,9, Married-civ-spouse, Sales,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
14792,31, Private,9, Never-married, Other-service,0,0,0,8, United-States, <=50K,0,0,0,0,0,1,0
14793,44, Private,13, Married-civ-spouse, Exec-managerial,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
14794,39, Federal-gov,13, Divorced, Tech-support,0,0,625,40, United-States, <=50K,0,0,1,0,0,0,0
14795,59, Private,9, Married-civ-spouse, Craft-repair,1,0,1485,45, United-States, >50K,0,1,0,0,0,1,0
14796,42, Private,13, Married-civ-spouse, Transport-moving,1,0,0,48, United-States, >50K,0,1,1,0,0,0,0
14797,45, Private,9, Married-civ-spouse, Adm-clerical,1,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
14798,20, Private,9, Never-married, Craft-repair,1,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
14799,35, Private,9, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14800,50, Private,12, Married-civ-spouse, Tech-support,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14801,56, Private,9, Never-married, Handlers-cleaners,1,0,0,28, United-States, <=50K,0,0,0,0,0,1,0
14802,48, Private,11, Married-civ-spouse, Sales,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
14803,58, Self-emp-not-inc,14, Widowed, Other-service,0,0,0,15, United-States, <=50K,0,0,0,0,0,0,1
14804,32, Private,11, Married-civ-spouse, Craft-repair,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
14805,23, Private,10, Never-married, Sales,0,0,0,12, United-States, <=50K,0,0,0,0,0,0,0
14806,48, Private,9, Divorced, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14807,33, Private,9, Divorced, Protective-serv,1,0,0,70, United-States, <=50K,0,0,0,0,0,1,0
14808,48, Private,13, Never-married, Prof-specialty,0,0,0,45, Mexico, <=50K,0,0,1,0,0,0,0
14809,55, Private,9, Widowed, Other-service,0,2202,0,35, Italy, <=50K,1,0,0,0,0,1,0
14810,40, Local-gov,11, Never-married, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14811,50, Private,10, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14812,52, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair,1,0,0,35, United-States, <=50K,0,0,0,1,0,0,0
14813,19, Private,9, Never-married, Other-service,0,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
14814,55, Self-emp-not-inc,6, Married-civ-spouse, Sales,1,7688,0,50, United-States, >50K,1,1,0,1,0,0,0
14815,36, Self-emp-not-inc,15, Married-civ-spouse, Sales,1,0,0,30, United-States, >50K,0,1,0,0,1,0,0
14816,39, Private,13, Separated, Prof-specialty,0,0,0,40, Philippines, >50K,0,1,1,0,0,0,0
14817,22, Private,10, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14818,44, Private,13, Married-civ-spouse, Exec-managerial,1,7688,0,50, United-States, >50K,1,1,1,0,0,0,0
14819,34, Private,9, Divorced, Craft-repair,1,0,1408,38, United-States, <=50K,0,0,0,0,0,1,0
14820,33, Private,10, Married-civ-spouse, Other-service,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
14821,55, Private,14, Divorced, Prof-specialty,0,14084,0,40, United-States, >50K,1,1,0,0,0,0,1
14822,35, Private,14, Married-civ-spouse, Exec-managerial,1,0,0,45, United-States, >50K,0,1,0,0,0,0,1
14823,50, Private,7, Widowed, Machine-op-inspct,0,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14824,43, Private,10, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14825,29, Private,11, Never-married, Tech-support,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14826,56, Private,10, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14827,33, Private,13, Married-civ-spouse, Prof-specialty,1,99999,0,40, United-States, >50K,1,1,1,0,0,0,0
14828,24, Private,9, Married-civ-spouse, Sales,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
14829,46, Private,11, Divorced, Sales,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14830,60, Self-emp-inc,9, Married-civ-spouse, Adm-clerical,0,15024,0,15, United-States, >50K,1,1,0,0,0,1,0
14831,48, Self-emp-inc,14, Married-civ-spouse, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,1
14832,65, Local-gov,7, Married-civ-spouse, Transport-moving,1,0,0,35, United-States, <=50K,0,0,0,1,0,0,0
14833,29, Private,9, Never-married, Handlers-cleaners,1,0,1408,40, United-States, <=50K,0,0,0,0,0,1,0
14834,42, Private,9, Married-civ-spouse, Transport-moving,1,0,1740,43, United-States, <=50K,0,0,0,0,0,1,0
14835,44, Private,15, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, >50K,0,1,0,0,1,0,0
14836,73, Self-emp-not-inc,10, Married-civ-spouse, Sales,1,0,0,6, United-States, >50K,0,1,0,0,0,0,0
14837,21, Private,10, Never-married, Tech-support,0,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
14838,32, Self-emp-inc,9, Married-civ-spouse, Farming-fishing,1,0,1902,55, United-States, >50K,0,1,0,0,0,1,0
14839,43, Federal-gov,14, Married-civ-spouse, Protective-serv,1,0,0,35, United-States, >50K,0,1,0,0,0,0,1
14840,21, Private,9, Never-married, Craft-repair,1,0,0,32, United-States, <=50K,0,0,0,0,0,1,0
14841,30, Private,10, Separated, Transport-moving,1,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
14842,54, Private,13, Married-civ-spouse, Tech-support,1,0,0,48, United-States, <=50K,0,0,1,0,0,0,0
14843,19, Private,10, Never-married, Other-service,0,0,0,15, United-States, <=50K,0,0,0,0,0,0,0
14844,55, State-gov,10, Married-civ-spouse, Adm-clerical,0,0,0,37, United-States, <=50K,0,0,0,0,0,0,0
14845,20, Private,10, Never-married, Sales,0,0,0,28, United-States, <=50K,0,0,0,0,0,0,0
14846,53, Private,13, Married-civ-spouse, Exec-managerial,1,0,0,40, Greece, <=50K,0,0,1,0,0,0,0
14847,51, Private,14, Never-married, Prof-specialty,1,0,0,55, United-States, >50K,0,1,0,0,0,0,1
14848,33, Private,9, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14849,62, Private,10, Widowed, Priv-house-serv,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14850,24, Self-emp-not-inc,9, Never-married, Other-service,1,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
14851,17, Self-emp-inc,5, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14852,26, Private,10, Never-married, Adm-clerical,0,0,0,45, United-States, <=50K,0,0,0,0,0,0,0
14853,36, Private,9, Divorced, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14854,32, Private,6, Married-civ-spouse, Exec-managerial,0,0,0,35, United-States, <=50K,0,0,0,1,0,0,0
14855,58, Private,16, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, >50K,0,1,0,0,1,0,0
14856,38, Private,13, Married-civ-spouse, Tech-support,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
14857,72, Private,9, Married-spouse-absent, Machine-op-inspct,1,2346,0,40, ?, <=50K,1,0,0,0,0,1,0
14858,26, Federal-gov,9, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14859,45, ?,9, Widowed, ?,0,0,0,38, United-States, <=50K,0,0,0,0,0,1,0
14860,72, ?,11, Widowed, ?,0,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
14861,60, Private,10, Married-civ-spouse, Exec-managerial,1,15024,0,40, United-States, >50K,1,1,0,0,0,0,0
14862,27, Private,9, Married-civ-spouse, Sales,1,0,0,50, Guatemala, <=50K,0,0,0,0,0,1,0
14863,38, Private,11, Married-civ-spouse, Machine-op-inspct,1,0,0,48, United-States, >50K,0,1,0,0,0,0,0
14864,37, Self-emp-inc,10, Married-civ-spouse, Sales,1,0,1485,44, United-States, >50K,0,1,0,0,0,0,0
14865,28, Private,10, Never-married, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14866,38, Self-emp-inc,13, Married-civ-spouse, Sales,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
14867,29, Private,9, Married-civ-spouse, Sales,1,0,0,60, United-States, >50K,0,1,0,0,0,1,0
14868,19, Private,9, Never-married, Other-service,0,0,1721,40, United-States, <=50K,0,0,0,0,0,1,0
14869,28, Private,13, Never-married, Handlers-cleaners,1,0,0,25, United-States, <=50K,0,0,1,0,0,0,0
14870,70, ?,13, Divorced, ?,0,0,0,7, United-States, <=50K,0,0,1,0,0,0,0
14871,40, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair,1,0,0,50, United-States, >50K,0,1,0,0,0,1,0
14872,26, Private,11, Divorced, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14873,43, Private,12, Married-civ-spouse, Sales,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
14874,29, Private,10, Married-civ-spouse, Adm-clerical,0,0,0,40, United-States, >50K,0,1,0,0,0,0,0
14875,25, Federal-gov,10, Married-civ-spouse, Protective-serv,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14876,29, Private,9, Married-civ-spouse, Machine-op-inspct,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
14877,60, Private,2, Divorced, Craft-repair,1,0,0,38, Dominican-Republic, <=50K,0,0,0,1,0,0,0
14878,31, Private,13, Married-civ-spouse, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14879,51, Local-gov,4, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14880,18, Private,10, Never-married, Adm-clerical,0,0,0,15, United-States, <=50K,0,0,0,0,0,0,0
14881,36, Private,13, Divorced, Tech-support,1,0,0,20, United-States, <=50K,0,0,1,0,0,0,0
14882,35, Private,13, Married-civ-spouse, Adm-clerical,1,0,0,40, Philippines, >50K,0,1,1,0,0,0,0
14883,48, Private,13, Divorced, Adm-clerical,1,0,0,38, United-States, >50K,0,1,1,0,0,0,0
14884,78, Self-emp-not-inc,4, Married-civ-spouse, Farming-fishing,1,0,0,25, United-States, <=50K,0,0,0,1,0,0,0
14885,72, Private,13, Married-civ-spouse, Protective-serv,1,0,0,17, United-States, <=50K,0,0,1,0,0,0,0
14886,24, Private,10, Never-married, Exec-managerial,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14887,58, ?,7, Married-civ-spouse, ?,1,0,0,16, United-States, <=50K,0,0,0,1,0,0,0
14888,36, Private,7, Never-married, Protective-serv,1,13550,0,40, United-States, >50K,1,1,0,1,0,0,0
14889,48, Private,10, Married-civ-spouse, Handlers-cleaners,1,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
14890,28, Private,9, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14891,26, Private,14, Never-married, Other-service,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,1
14892,29, Private,13, Never-married, Sales,0,0,0,60, United-States, <=50K,0,0,1,0,0,0,0
14893,47, Private,3, Married-civ-spouse, Other-service,1,0,0,40, Jamaica, <=50K,0,0,0,1,0,0,0
14894,50, Private,13, Divorced, Exec-managerial,0,0,0,50, United-States, >50K,0,1,1,0,0,0,0
14895,35, Federal-gov,3, Never-married, Craft-repair,1,0,0,40, Mexico, <=50K,0,0,0,1,0,0,0
14896,17, Private,7, Never-married, Transport-moving,1,0,0,20, United-States, <=50K,0,0,0,1,0,0,0
14897,41, Private,10, Married-civ-spouse, Craft-repair,1,0,0,48, United-States, >50K,0,1,0,0,0,0,0
14898,37, Private,9, Married-civ-spouse, Transport-moving,1,0,0,42, United-States, <=50K,0,0,0,0,0,1,0
14899,35, Local-gov,9, Married-civ-spouse, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14900,56, Private,4, Married-civ-spouse, Craft-repair,1,0,0,40, Portugal, <=50K,0,0,0,1,0,0,0
14901,23, Private,10, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14902,33, Private,12, Divorced, Prof-specialty,0,0,0,32, United-States, <=50K,0,0,0,0,0,0,0
14903,79, Self-emp-inc,9, Married-civ-spouse, Exec-managerial,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
14904,28, Private,13, Never-married, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14905,55, Private,7, Divorced, Sales,0,0,0,20, United-States, <=50K,0,0,0,1,0,0,0
14906,59, State-gov,14, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,1
14907,22, Private,13, Never-married, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14908,19, Private,7, Never-married, Sales,0,0,0,19, Philippines, <=50K,0,0,0,1,0,0,0
14909,41, Private,3, Married-spouse-absent, Farming-fishing,1,0,0,35, Mexico, <=50K,0,0,0,1,0,0,0
14910,32, Private,11, Married-civ-spouse, Adm-clerical,1,0,0,40, Italy, <=50K,0,0,0,0,0,0,0
14911,67, ?,4, Married-civ-spouse, ?,1,2414,0,40, United-States, <=50K,1,0,0,1,0,0,0
14912,45, Private,9, Divorced, Other-service,0,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
14913,61, Private,3, Married-civ-spouse, Farming-fishing,0,0,0,45, Mexico, <=50K,0,0,0,1,0,0,0
14914,34, Private,13, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14915,43, Self-emp-not-inc,11, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14916,38, Private,13, Married-civ-spouse, Adm-clerical,1,7298,0,50, United-States, >50K,1,1,1,0,0,0,0
14917,35, Private,16, Married-civ-spouse, Prof-specialty,1,0,0,60, United-States, <=50K,0,0,0,0,1,0,0
14918,65, Private,9, Divorced, Protective-serv,1,0,0,20, United-States, <=50K,0,0,0,0,0,1,0
14919,24, Private,13, Married-civ-spouse, Exec-managerial,1,0,0,55, England, >50K,0,1,1,0,0,0,0
14920,37, Private,9, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14921,34, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
14922,42, Private,9, Married-civ-spouse, Transport-moving,1,0,0,60, United-States, >50K,0,1,0,0,0,1,0
14923,18, Private,4, Never-married, Other-service,0,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14924,43, Federal-gov,10, Widowed, Exec-managerial,0,0,0,15, United-States, <=50K,0,0,0,0,0,0,0
14925,31, Private,10, Married-civ-spouse, Other-service,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
14926,19, Private,10, Never-married, Sales,0,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
14927,40, Self-emp-inc,10, Married-civ-spouse, Exec-managerial,1,0,0,50, China, <=50K,0,0,0,0,0,0,0
14928,32, Private,13, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14929,47, Private,10, Married-civ-spouse, Exec-managerial,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
14930,32, Local-gov,10, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14931,46, Self-emp-inc,16, Separated, Prof-specialty,1,0,0,35, United-States, <=50K,0,0,0,0,1,0,0
14932,40, Private,13, Married-civ-spouse, Exec-managerial,1,0,0,65, United-States, >50K,0,1,1,0,0,0,0
14933,36, Private,13, Never-married, Craft-repair,1,0,0,35, United-States, <=50K,0,0,1,0,0,0,0
14934,33, Private,11, Married-civ-spouse, Sales,1,0,0,36, United-States, <=50K,0,0,0,0,0,0,0
14935,23, State-gov,3, Never-married, Transport-moving,1,0,0,35, United-States, <=50K,0,0,0,1,0,0,0
14936,21, Private,6, Separated, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14937,40, Private,9, Married-civ-spouse, Other-service,0,0,0,32, United-States, <=50K,0,0,0,0,0,1,0
14938,53, State-gov,16, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, >50K,0,1,0,0,1,0,0
14939,20, ?,10, Never-married, ?,1,0,0,15, United-States, <=50K,0,0,0,0,0,0,0
14940,53, Self-emp-not-inc,10, Married-civ-spouse, Transport-moving,1,0,0,72, United-States, <=50K,0,0,0,0,0,0,0
14941,58, Private,5, Married-civ-spouse, Handlers-cleaners,1,0,0,60, United-States, <=50K,0,0,0,1,0,0,0
14942,51, Private,9, Married-civ-spouse, Sales,1,0,0,55, United-States, >50K,0,1,0,0,0,1,0
14943,31, Private,9, Married-civ-spouse, Other-service,1,0,0,65, United-States, <=50K,0,0,0,0,0,1,0
14944,35, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14945,23, ?,7, Never-married, ?,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14946,31, Local-gov,10, Divorced, Adm-clerical,0,0,0,35, United-States, <=50K,0,0,0,0,0,0,0
14947,21, Private,10, Never-married, Other-service,0,0,0,35, United-States, <=50K,0,0,0,0,0,0,0
14948,39, Self-emp-not-inc,14, Married-civ-spouse, Craft-repair,1,0,0,55, United-States, >50K,0,1,0,0,0,0,1
14949,36, Private,15, Married-civ-spouse, Prof-specialty,0,15024,0,45, United-States, >50K,1,1,0,0,1,0,0
14950,51, Private,6, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, >50K,0,1,0,1,0,0,0
14951,18, Private,7, Never-married, Other-service,1,0,0,12, United-States, <=50K,0,0,0,1,0,0,0
14952,32, Private,10, Divorced, Adm-clerical,1,0,0,48, United-States, <=50K,0,0,0,0,0,0,0
14953,56, Private,13, Divorced, Other-service,0,0,0,32, United-States, <=50K,0,0,1,0,0,0,0
14954,35, Private,12, Never-married, Protective-serv,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14955,63, Private,8, Widowed, Sales,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14956,61, Private,9, Married-civ-spouse, Exec-managerial,1,0,0,50, United-States, >50K,0,1,0,0,0,1,0
14957,23, Private,10, Never-married, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14958,52, Local-gov,14, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, >50K,0,1,0,0,0,0,1
14959,19, Private,9, Never-married, Sales,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
14960,33, State-gov,14, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, >50K,0,1,0,0,0,0,1
14961,35, Private,13, Married-civ-spouse, Sales,1,0,0,50, United-States, <=50K,0,0,1,0,0,0,0
14962,35, Private,9, Divorced, Transport-moving,0,0,0,60, United-States, >50K,0,1,0,0,0,1,0
14963,38, Private,15, Married-civ-spouse, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,0,0,1,0,0
14964,23, Private,13, Never-married, Adm-clerical,0,0,0,60, United-States, <=50K,0,0,1,0,0,0,0
14965,22, Private,11, Divorced, Tech-support,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
14966,20, Private,9, Never-married, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14967,19, Private,9, Never-married, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14968,47, Private,9, Married-civ-spouse, Machine-op-inspct,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
14969,59, Private,7, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14970,38, Private,9, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14971,36, Private,9, Married-civ-spouse, Other-service,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
14972,27, Private,3, Never-married, Other-service,1,0,0,40, Mexico, <=50K,0,0,0,1,0,0,0
14973,24, Private,11, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
14974,35, Private,9, Never-married, Other-service,0,0,0,35, Jamaica, <=50K,0,0,0,0,0,1,0
14975,22, State-gov,10, Never-married, Other-service,1,0,0,39, Haiti, <=50K,0,0,0,0,0,0,0
14976,37, Private,9, Married-civ-spouse, Transport-moving,1,0,0,52, United-States, <=50K,0,0,0,0,0,1,0
14977,36, Private,9, Married-civ-spouse, Craft-repair,1,7298,0,40, United-States, >50K,1,1,0,0,0,1,0
14978,28, Private,9, Separated, Other-service,0,0,0,25, United-States, <=50K,0,0,0,0,0,1,0
14979,55, Private,9, Married-civ-spouse, Sales,0,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
14980,29, ?,3, Married-civ-spouse, ?,0,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
14981,32, Private,13, Married-civ-spouse, Sales,1,0,0,44, United-States, <=50K,0,0,1,0,0,0,0
14982,66, ?,10, Divorced, ?,0,0,0,35, United-States, <=50K,0,0,0,0,0,0,0
14983,47, Local-gov,10, Married-spouse-absent, Craft-repair,1,0,0,45, United-States, <=50K,0,0,0,0,0,0,0
14984,23, Private,13, Never-married, Other-service,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14985,50, Local-gov,14, Divorced, Prof-specialty,0,0,0,45, United-States, <=50K,0,0,0,0,0,0,1
14986,40, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing,1,0,0,84, United-States, <=50K,0,0,0,0,0,1,0
14987,51, Private,9, Never-married, Machine-op-inspct,0,0,1590,40, United-States, <=50K,0,0,0,0,0,1,0
14988,34, Private,9, Never-married, Prof-specialty,0,0,1669,45, United-States, <=50K,0,0,0,0,0,1,0
14989,28, Private,13, Never-married, Protective-serv,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
14990,52, State-gov,16, Married-civ-spouse, Prof-specialty,1,0,1887,70, Germany, >50K,0,1,0,0,1,0,0
14991,39, Self-emp-inc,9, Married-civ-spouse, Exec-managerial,1,3103,0,60, United-States, >50K,1,1,0,0,0,1,0
14992,43, Private,13, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
14993,36, Private,13, Never-married, Prof-specialty,0,0,0,35, United-States, >50K,0,1,1,0,0,0,0
14994,25, Private,13, Never-married, Prof-specialty,0,0,0,15, United-States, <=50K,0,0,1,0,0,0,0
14995,42, Private,10, Divorced, Adm-clerical,0,0,0,38, United-States, <=50K,0,0,0,0,0,0,0
14996,35, Private,10, Married-civ-spouse, Transport-moving,1,0,0,40, Germany, <=50K,0,0,0,0,0,0,0
14997,43, Private,14, Married-civ-spouse, Exec-managerial,1,7688,0,53, United-States, >50K,1,1,0,0,0,0,1
14998,34, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
14999,50, State-gov,13, Married-civ-spouse, Exec-managerial,1,0,0,38, United-States, >50K,0,1,1,0,0,0,0
15000,30, Private,10, Married-civ-spouse, Transport-moving,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
15001,44, Private,14, Married-civ-spouse, Prof-specialty,1,0,0,44, United-States, >50K,0,1,0,0,0,0,1
